player_id,player_name,team,pass_attempts,completions,passing_yards,passing_tds,interceptions,rushing_attempts,rushing_yards,rushing_tds,fantasy_points_half_ppr,sacks,games_played,pass_attempts_per_game,passing_yards_per_game,rushing_attempts_per_game,rushing_yards_per_game,fantasy_points_half_ppr_per_game,ypa,completion_pct,td_pct,int_pct,dropbacks,fantasy_pts_per_dropback,rush_fantasy_contribution,position,signal_score,signal_rank,vegas_multiplier,signal_score_pre_vegas,positional_rank,replacement_signal,vbd_raw,vbd,carries,targets,receptions,receiving_yards,receiving_tds,carries_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,ypc,yards_per_reception,catch_rate,carry_share,target_share_backfield,opportunity_share,goal_line_carries,air_yards,yards_after_catch,wopr,yac_per_reception,target_share,adot,total_air_yards,racr,ngs_separation,redzone_targets,endzone_targets,yprr_proxy,yprr_note,fg_attempts,fg_makes,fg_att_40_49,fg_made_40_49,fg_att_50p,fg_made_50p,fg_pct,fg_pct_40_49,fg_pct_50p,fg_attempts_per_game,xp_attempts,fumbles_recovered,safeties,turnovers,sacks_per_game,turnovers_per_game,sack_rate,turnover_rate,points_allowed_per_game,opp_epa_per_dropback_allowed,opponent_dvoa,overall_rank,tier
00-0034975,Justice Hill,BAL,,,,,,,133.0,1.0,76.5,,9,,,,14.777777777777779,,,,,,,,,RB,55.07,43,1.0,55.07,43,67.42,-12.350000000000001,-13.59,27.0,30.0,24.0,212.0,2.0,3.0,3.3333333333333335,2.6666666666666665,23.555555555555557,4.925925925925926,8.833333333333334,0.8,0.1403878014989126,0.7407407407407407,0.24606692487671353,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,7
00-0031280,Derek Carr,NO,151.0,99.0,1156.0,7.0,1.0,9.0,49.0,0.0,79.14,3.0,5,30.2,231.2,1.8,9.8,15.827999877929688,7.655629139072848,0.6556291390728477,0.046357615894039736,0.006622516556291391,154.0,0.5138960999327821,0.9800000190734863,QB,47.31,23,1.0,47.31,23,62.7,-15.39,-13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,7
00-0031503,Jameis Winston,CLE,295.0,180.0,2105.0,13.0,12.0,20.0,81.0,1.0,130.3,24.0,8,36.875,263.125,2.5,10.125,16.287500381469727,7.135593220338983,0.6101694915254238,0.04406779661016949,0.04067796610169491,319.0,0.4084639594098991,1.7625000476837158,QB,47.28,24,1.0,47.28,24,62.7,-15.420000000000002,-13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,7
TB,TB DST,TB,,,,,2.0,,,,,27.0,10,,,,,,,,,,,,,DST,41.65,20,1.0,41.65,20,60.84,-19.190000000000005,-14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,8.0,2.7,0.8,0.07297297297297298,0.010075566750629723,22.5,0.14371146124762457,,196,7
00-0038905,B.Grupe,NO,,,,,,,,,,,8,,,,,,,,,,,,,K,37.46,26,1.0,37.46,26,58.17,-20.71,-14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,4.0,3.0,6.0,4.0,0.7647058823529411,0.75,0.6666666666666666,2.125,13.0,,,,,,,,,,,197,7
00-0039342,Xavier Legette,CAR,,,,,,,,,72.7,,9,,,,,,,,,,,,,WR,57.99,56,1.0,57.99,56,72.51,-14.520000000000003,-14.52,,54.0,30.0,293.0,2.0,,6.0,,32.55555555555556,,,0.5555555555555556,,,,,0.27384785,45.0,0.51269966,1.5,0.3256382502149092,12.962963,700.0,0.41857144,,,,,,,,,,,,,,,,,,,,,,,,,,,198,7
00-0026498,Matthew Stafford,LA,342.0,222.0,2524.0,17.0,5.0,29.0,42.0,0.0,163.16,12.0,11,31.09090909090909,229.45454545454547,2.6363636363636362,3.8181818181818183,14.832727605646307,7.380116959064328,0.6491228070175439,0.049707602339181284,0.014619883040935672,354.0,0.4609039651472016,0.3818182078274814,QB,46.53,25,1.0,46.53,25,62.7,-16.17,-14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,7
00-0037664,Alec Pierce,IND,,,,,,,,,79.9,,9,,,,,,,,,,,,,WR,57.95,57,1.0,57.95,57,72.51,-14.560000000000002,-14.56,,46.0,22.0,399.0,3.0,,5.111111111111111,,44.333333333333336,,,0.4782608695652174,,,,,0.302566,59.0,0.4742341,2.6818181818181817,0.24757551013271836,19.52174,898.0,0.4443207,,,,,,,,,,,,,,,,,,,,,,,,,,,200,7
MIA,MIA DST,MIA,,,,,6.0,,,,,23.0,11,,,,,,,,,,,,,DST,41.32,21,1.0,41.32,21,60.84,-19.520000000000003,-14.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,12.0,2.090909090909091,1.0909090909090908,0.05336426914153132,0.013318534961154272,19.90909,0.017924142824248205,,201,7
00-0033702,Y.Koo,ATL,,,,,,,,,,,7,,,,,,,,,,,,,K,36.55,27,1.0,36.55,27,58.17,-21.620000000000005,-15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,10.0,7.0,4.0,3.0,1.0,0.5882352941176471,0.5714285714285714,0.3333333333333333,2.4285714285714284,14.0,,,,,,,,,,,202,7
DET,DET DST,DET,,,,,9.0,,,,,20.0,11,,,,,,,,,,,,,DST,40.61,22,1.0,40.61,22,60.84,-20.230000000000004,-15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,14.0,1.8181818181818181,1.2727272727272727,0.05128205128205128,0.01583710407239819,22.0,0.01458909450433193,,203,7
00-0037837,Calvin Austin,PIT,,,,,,,,,88.1,,10,,,,,,,,,,,,,WR,57.09,58,1.0,57.09,58,72.51,-15.420000000000002,-15.42,,40.0,26.0,381.0,3.0,,4.0,,38.1,,,0.65,,,,,0.22669974,88.0,0.38444698,3.3846153846153846,0.28968531468531467,12.425,497.0,0.7665996,,,,,,,,,,,,,,,,,,,,,,,,,,,204,7
00-0036182,Nick Westbrook-Ikhine,TEN,,,,,,,,,118.8,,11,,,,,,,,,,,,,WR,56.83,59,1.0,56.83,59,72.51,-15.680000000000007,-15.68,,51.0,27.0,438.0,8.0,,4.636363636363637,,39.81818181818182,,,0.5294117647058824,,,,,0.21185146,108.0,0.37426355,4.0,0.27691542203926106,11.960784,610.0,0.7180328,,,,,,,,,,,,,,,,,,,,,,,,,,,205,7
LV,LV DST,LV,,,,,8.0,,,,,23.0,10,,,,,,,,,,,,,DST,39.65,23,1.0,39.65,23,60.84,-21.190000000000005,-15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,11.0,2.3,1.1,0.0625,0.013333333333333334,23.7,0.04918177749799645,,206,7
00-0034184,Gus Edwards,LAC,,,,,,,252.0,4.0,51.6,,7,,,,36.0,,,,,,,,,RB,52.74,44,1.0,52.74,44,67.42,-14.68,-16.15,63.0,4.0,2.0,4.0,0.0,9.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,4.0,2.0,0.5,0.544826396800081,0.2380952380952381,0.49494409371820286,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,7
00-0038555,Tank Bigsby,JAX,,,,,,,430.0,4.0,72.299995,,9,,,,47.77777777777778,,,,,,,,,RB,52.61,45,1.0,52.61,45,67.42,-14.810000000000002,-16.29,113.0,10.0,5.0,23.0,0.0,12.555555555555555,1.1111111111111112,0.5555555555555556,2.5555555555555554,3.8053097345132745,4.6,0.5,0.5624604050919841,0.21296296296296294,0.49630438395987625,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,7
00-0039855,Jalen McMillan,TB,,,,,,,,,101.5,,8,,,,,,,,,,,,,WR,56.01,60,1.0,56.01,60,72.51,-16.500000000000007,-16.5,,45.0,29.0,328.0,6.0,,5.625,,41.0,,,0.6444444444444445,,,,,0.22497825,118.0,0.3983592,4.068965517241379,0.26761216281811245,11.688889,526.0,0.62357414,,,,,,,,,,,,,,,,,,,,,,,,,,,209,7
00-0030565,Geno Smith,SEA,300.0,214.0,2319.0,11.0,9.0,30.0,112.0,1.0,135.96,29.0,10,30.0,231.9,3.0,11.2,13.596000671386719,7.73,0.7133333333333334,0.03666666666666667,0.03,329.0,0.4132523000421495,1.7199999809265136,QB,44.17,26,1.0,44.17,26,62.7,-18.53,-16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,7
00-0035689,Dawson Knox,BUF,,,,,,,,,44.899998,,10,,,,,,,,,,,,,TE,60.15,30,1.0,60.15,30,76.09,-15.940000000000005,-16.74,,27.0,18.0,269.0,0.0,,2.7,,26.9,,,0.6666666666666666,,,,,,74.0,0.22251144,,0.08724879014352697,,,,,3.0,2.0,9.962962962962964,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,211,7
00-0036988,Josh Palmer,LAC,,,,,,,,,87.6,,11,,,,,,,,,,,,,WR,55.74,61,1.0,55.74,61,72.51,-16.770000000000003,-16.77,,52.0,30.0,476.0,1.0,,4.7272727272727275,,43.27272727272727,,,0.5769230769230769,,,,,0.29855406,72.0,0.43707263,2.4,0.23609775126521537,16.846153,876.0,0.543379,,,,,,,,,,,,,,,,,,,,,,,,,,,212,7
00-0036212,Tua Tagovailoa,MIA,337.0,251.0,2384.0,17.0,4.0,14.0,21.0,0.0,157.46,17.0,9,37.44444444444444,264.8888888888889,1.5555555555555556,2.3333333333333335,17.495556301540798,7.074183976261128,0.744807121661721,0.050445103857566766,0.011869436201780416,354.0,0.44480227885273216,0.23333334922790527,QB,43.95,27,1.0,43.95,27,62.7,-18.75,-16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,7
00-0035644,Noah Fant,SEA,,,,,,,,,46.9,,7,,,,,,,,,,,,,TE,59.82,31,1.0,59.82,31,76.09,-16.270000000000003,-17.08,,34.0,23.0,239.0,0.0,,4.857142857142857,,34.142857142857146,,,0.6764705882352942,,,,,,155.0,0.3182048,,0.1661148116733688,,,,,3.0,1.0,7.029411764705882,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,214,7
00-0039152,Will Levis,TEN,159.0,98.0,1217.0,7.0,5.0,25.0,69.0,0.0,69.58,25.0,6,26.5,202.83333333333334,4.166666666666667,11.5,11.596666971842447,7.654088050314465,0.6163522012578616,0.0440251572327044,0.031446540880503145,184.0,0.37815218386442767,1.150000015894572,QB,43.67,28,1.0,43.67,28,62.7,-19.03,-17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,7
00-0038621,Demario Douglas,NE,,,,,,,,,85.9,,10,,,,,,,,,,,,,WR,55.37,62,1.0,55.37,62,72.51,-17.140000000000008,-17.14,,50.0,39.0,342.0,2.0,,5.0,,34.2,,,0.78,,,,,0.09355351,236.0,0.30979896,6.051282051282051,0.31148853726253106,4.54,227.0,1.5066079,,,,,,,,,,,,,,,,,,,,,,,,,,,216,7
00-0031203,C.Santos,CHI,,,,,,,,,,,7,,,,,,,,,,,,,K,33.57,28,1.0,33.57,28,58.17,-24.6,-17.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,5.0,3.0,3.0,3.0,0.8571428571428571,0.6,1.0,2.0,8.0,,,,,,,,,,,217,7
00-0038606,Parker Washington,JAX,,,,,,,,,82.4,,9,,,,,,,,,,,,,WR,55.16,63,1.0,55.16,63,72.51,-17.35000000000001,-17.35,,42.0,27.0,354.0,2.0,,4.666666666666667,,39.333333333333336,,,0.6428571428571429,,,,,0.22542578,97.0,0.39155012,3.5925925925925926,0.24128516363810482,12.571428,528.0,0.67045456,,,,,,,,,,,,,,,,,,,,,,,,,,,218,7
00-0036264,Jordan Love,GB,267.0,175.0,2189.0,13.0,5.0,16.0,54.0,1.0,144.95999,10.0,10,26.7,218.9,1.6,5.4,14.495999145507813,8.198501872659175,0.6554307116104869,0.04868913857677903,0.018726591760299626,277.0,0.5233212687908958,1.140000009536743,QB,43.28,29,1.0,43.28,29,62.7,-19.42,-17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,7
00-0038794,Jaleel McLaughlin,DEN,,,,,,,341.0,0.0,54.0,,9,,,,37.888888888888886,,,,,,,,,RB,51.29,46,1.0,51.29,46,67.42,-16.130000000000003,-17.74,61.0,12.0,10.0,39.0,1.0,6.777777777777778,1.3333333333333333,1.1111111111111112,4.333333333333333,5.590163934426229,3.9,0.8333333333333334,0.3342012985527142,0.24391534391534395,0.31800531472887184,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,7
00-0032392,Austin Hooper,NE,,,,,,,,,81.7,,10,,,,,,,,,,,,,TE,58.67,32,1.0,58.67,32,76.09,-17.42,-18.29,,37.0,33.0,367.0,2.0,,3.7,,36.7,,,0.8918918918918919,,,,,,148.0,0.27168328,,0.12570152865964637,,,,,5.0,0.0,9.91891891891892,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,221,7
00-0035704,Drew Lock,NYG,152.0,85.0,933.0,5.0,4.0,16.0,130.0,2.0,72.32,12.0,6,25.333333333333332,155.5,2.6666666666666665,21.666666666666668,12.053333282470703,6.1381578947368425,0.5592105263157895,0.03289473684210526,0.02631578947368421,164.0,0.44097560789526963,4.166666666666667,QB,42.33,30,1.0,42.33,30,62.7,-20.370000000000005,-18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,7
00-0036980,Elijah Moore,CLE,,,,,,,,,88.8,,10,,,,,,,,,,,,,WR,54.08,64,1.0,54.08,64,72.51,-18.430000000000007,-18.43,,74.0,42.0,407.0,1.0,,7.4,,40.7,,,0.5675675675675675,,,,,0.23135874,75.0,0.43121457,1.7857142857142858,0.30916818216595743,10.72973,794.0,0.51259446,,,,,,,,,,,,,,,,,,,,,,,,,,,223,7
00-0030564,DeAndre Hopkins,KC,,,,,,,,,109.5,,11,,,,,,,,,,,,,WR,53.97,65,1.0,53.97,65,72.51,-18.540000000000006,-18.54,,60.0,42.0,435.0,4.0,,5.454545454545454,,39.54545454545455,,,0.7,,,,,0.22772788,102.0,0.37182772,2.4285714285714284,0.30642784975602316,11.05,663.0,0.6561086,,,,,,,,,,,,,,,,,,,,,,,,,,,224,7
00-0039916,Ricky Pearsall,SF,,,,,,,,,74.6,,9,,,,,,,,,,,,,WR,53.54,66,1.0,53.54,66,72.51,-18.970000000000006,-18.97,,38.0,25.0,331.0,2.0,,4.222222222222222,,36.77777777777778,,,0.6578947368421053,,,,,0.20520589,100.0,0.34695315,4.0,0.22724196164318208,11.947369,454.0,0.7290749,,,,,,,,,,,,,,,,,,,,,,,,,,,225,7
00-0039146,Jayden Reed,GB,,,,,,,,,85.7,,10,,,,,,,,,,,,,WR,53.53,67,1.0,53.53,67,72.51,-18.980000000000004,-18.98,,39.0,26.0,367.0,3.0,,3.9,,36.7,,,0.6666666666666666,,,,,0.14710705,164.0,0.3178142,6.3076923076923075,0.2202854636427123,9.794871,382.0,0.960733,,,,,,,,,,,,,,,,,,,,,,,,,,,226,7
00-0031236,Brandin Cooks,DAL,,,,,,,,,41.300003,,5,,,,,,,,,,,,,WR,52.99,68,1.0,52.99,68,72.51,-19.520000000000003,-19.52,,26.0,14.0,153.0,2.0,,5.2,,30.6,,,0.5384615384615384,,,,,0.2754071,34.0,0.44375333,2.4285714285714284,0.23494595073542443,13.076923,340.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,227,7
TEN,TEN DST,TEN,,,,,10.0,,,,,22.0,11,,,,,,,,,,,,,DST,34.71,24,1.0,34.71,24,60.84,-26.130000000000003,-19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,14.0,2.0,1.2727272727272727,0.0668693009118541,0.015927189988623434,29.727272,0.12279122071425604,,228,7
00-0039163,C.J. Stroud,HOU,318.0,188.0,2100.0,9.0,8.0,35.0,158.0,0.0,113.8,36.0,10,31.8,210.0,3.5,15.8,11.38000030517578,6.60377358490566,0.5911949685534591,0.02830188679245283,0.025157232704402517,354.0,0.32146893517445707,1.5800000190734864,QB,40.72,31,1.0,40.72,31,62.7,-21.980000000000004,-19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,7
00-0036972,Mac Jones,JAX,221.0,145.0,1419.0,7.0,7.0,23.0,75.0,1.0,84.259995,10.0,7,31.571428571428573,202.71428571428572,3.2857142857142856,10.714285714285714,12.037142072405134,6.420814479638009,0.6561085972850679,0.03167420814479638,0.03167420814479638,231.0,0.36476188098197376,1.9285714285714286,QB,40.47,32,1.0,40.47,32,62.7,-22.230000000000004,-20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,7
00-0038559,Michael Wilson,ARI,,,,,,,,,69.8,,10,,,,,,,,,,,,,WR,52.46,69,1.0,52.46,69,72.51,-20.050000000000004,-20.05,,41.0,26.0,311.0,2.0,,4.1,,31.1,,,0.6341463414634146,,,,,0.2269636,82.0,0.34648925,3.1538461538461537,0.28574675324675325,11.317073,464.0,0.67025864,,,,,,,,,,,,,,,,,,,,,,,,,,,231,7
00-0038562,J.Moody,SF,,,,,,,,,,,8,,,,,,,,,,,,,K,29.36,29,1.0,29.36,29,58.17,-28.810000000000002,-20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,10.0,7.0,3.0,5.0,1.0,0.5555555555555556,0.42857142857142855,0.2,2.25,18.0,,,,,,,,,,,232,7
00-0038579,Aidan O'Connell,LV,137.0,84.0,995.0,4.0,1.0,17.0,17.0,1.0,57.5,7.0,5,27.4,199.0,3.4,3.4,11.5,7.262773722627737,0.6131386861313869,0.029197080291970802,0.0072992700729927005,144.0,0.3993055555555556,1.5400000095367432,QB,39.74,33,1.0,39.74,33,62.7,-22.96,-20.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,7
00-0038041,Jake Ferguson,DAL,,,,,,,,,52.2,,8,,,,,,,,,,,,,TE,56.3,33,1.0,56.3,33,76.09,-19.790000000000006,-20.78,,48.0,32.0,242.0,0.0,,6.0,,30.25,,,0.6666666666666666,,,,,,180.0,0.3157279,,0.1809536179514877,,,,,2.0,1.0,5.041666666666667,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,234,7
CAR,CAR DST,CAR,,,,,5.0,,,,,25.0,10,,,,,,,,,,,,,DST,33.1,25,1.0,33.1,25,60.84,-27.740000000000002,-20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,10.0,2.5,1.0,0.07267441860465117,0.011111111111111112,29.3,0.12744013098783272,,235,7
00-0034407,Ray-Ray McCloud,ATL,,,,,,,,,81.4,,10,,,,,,,,,,,,,WR,51.59,70,1.0,51.59,70,72.51,-20.92,-20.92,,45.0,34.0,361.0,1.0,,4.5,,36.1,,,0.7555555555555555,,,,,0.095110565,245.0,0.28908262,7.205882352941177,0.23197296124927705,4.866667,219.0,1.6484019,,,,,,,,,,,,,,,,,,,,,,,,,,,236,7
00-0036328,Antonio Gibson,NE,,,,,,,271.0,1.0,48.7,,10,,,,27.1,,,,,,,,,RB,48.34,47,1.0,48.34,47,67.42,-19.08,-20.99,60.0,10.0,8.0,76.0,0.0,6.0,1.0,0.8,7.6,4.516666666666667,9.5,0.8,0.3190158121448444,0.26206349206349205,0.31018729798166206,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,7
00-0035535,Darius Slayton,NYG,,,,,,,,,49.9,,9,,,,,,,,,,,,,WR,51.41,71,1.0,51.41,71,72.51,-21.10000000000001,-21.1,,33.0,15.0,272.0,1.0,,3.6666666666666665,,30.22222222222222,,,0.45454545454545453,,,,,0.23905712,78.0,0.33735928,5.2,0.16301042755932957,15.121212,499.0,0.5450902,,,,,,,,,,,,,,,,,,,,,,,,,,,238,7
00-0035249,Josh Oliver,MIN,,,,,,,,,48.5,,7,,,,,,,,,,,,,TE,55.2,34,1.0,55.2,34,76.09,-20.89,-21.93,,20.0,16.0,205.0,2.0,,2.857142857142857,,29.285714285714285,,,0.8,,,,,,106.0,0.18648131,,0.09141938714463375,,,,,2.0,1.0,10.25,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,239,7
00-0034364,Jordan Akins,CLE,,,,,,,,,45.2,,10,,,,,,,,,,,,,TE,55.14,35,1.0,55.14,35,76.09,-20.950000000000003,-22.0,,33.0,22.0,232.0,0.0,,3.3,,23.2,,,0.6666666666666666,,,,,,101.0,0.1795238,,0.08518506633482546,,,,,4.0,2.0,7.03030303030303,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,240,7
00-0031544,Amari Cooper,BUF,,,,,,,,,61.7,,7,,,,,,,,,,,,,WR,50.51,72,1.0,50.51,72,72.51,-22.000000000000007,-22.0,,32.0,20.0,297.0,2.0,,4.571428571428571,,42.42857142857143,,,0.625,,,,,0.20365192,54.0,0.36282656,2.7,0.21569632074857267,14.5,464.0,0.64008623,,,,,,,,,,,,,,,,,,,,,,,,,,,241,7
00-0033357,Taysom Hill,NO,,,,,,,,,80.44,,5,,,,,,,,,,,,,TE,54.98,36,1.0,54.98,36,76.09,-21.110000000000007,-22.17,,28.0,21.0,185.0,0.0,,5.6,,37.0,,,0.75,,,,,,134.0,0.33631954,,0.19031131972308443,,,,,2.0,0.0,6.607142857142857,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,242,7
00-0038102,Kenny Pickett,PHI,42.0,25.0,291.0,2.0,1.0,9.0,15.0,1.0,25.140001,4.0,5,8.4,58.2,1.8,3.0,5.028000259399414,6.928571428571429,0.5952380952380952,0.047619047619047616,0.023809523809523808,46.0,0.5465217673260233,1.5,QB,37.58,34,1.0,37.58,34,62.7,-25.120000000000005,-22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,7
SF,SF DST,SF,,,,,5.0,,,,,21.0,10,,,,,,,,,,,,,DST,30.68,26,1.0,30.68,26,60.84,-30.160000000000004,-22.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,7.0,2.1,0.7,0.06796116504854369,0.008860759493670886,25.9,0.06933027718059454,,244,7
00-0023459,Aaron Rodgers,NYJ,331.0,211.0,2236.0,15.0,5.0,11.0,63.0,0.0,145.74,21.0,10,33.1,223.6,1.1,6.3,14.574000549316406,6.755287009063444,0.6374622356495468,0.045317220543806644,0.015105740181268883,352.0,0.41403410651467065,0.6300000190734864,QB,37.4,35,1.0,37.4,35,62.7,-25.300000000000004,-22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,7
00-0035208,Olamide Zaccheaus,WAS,,,,,,,,,77.2,,9,,,,,,,,,,,,,WR,49.65,73,1.0,49.65,73,72.51,-22.860000000000007,-22.86,,38.0,28.0,304.0,3.0,,4.222222222222222,,33.77777777777778,,,0.7368421052631579,,,,,0.11175415,165.0,0.2847816,5.892857142857143,0.21825489325489325,5.4473686,207.0,1.4685991,,,,,,,,,,,,,,,,,,,,,,,,,,,246,7
00-0038935,Brenton Strange,JAX,,,,,,,,,43.0,,8,,,,,,,,,,,,,TE,54.18,37,1.0,54.18,37,76.09,-21.910000000000004,-23.01,,29.0,23.0,220.0,0.0,,3.625,,27.5,,,0.7931034482758621,,,,,,118.0,0.21151514,,0.10839562569213732,,,,,2.0,1.0,7.586206896551724,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,247,7
00-0039847,Theo Johnson,NYG,,,,,,,,,45.6,,5,,,,,,,,,,,,,TE,54.06,38,1.0,54.06,38,76.09,-22.03,-23.13,,27.0,18.0,216.0,1.0,,5.4,,43.2,,,0.6666666666666666,,,,,,83.0,0.39531812,,0.1765254677754678,,,,,0.0,0.0,8.0,proxy via targets; true YPRR requires PFF route data,,,,,,,,,,,,,,,,,,,,,,248,7
00-0038976,Marvin Mims,DEN,,,,,,,,,100.1,,10,,,,,,,,,,,,,WR,49.28,74,1.0,49.28,74,72.51,-23.230000000000004,-23.23,,39.0,31.0,426.0,4.0,,3.9,,42.6,,,0.7948717948717948,,,,,0.10004957,391.0,0.25109997,12.612903225806452,0.1853996337793054,5.6923075,222.0,1.918919,,,,,,,,,,,,,,,,,,,,,,,,,,,249,7
NO,NO DST,NO,,,,,3.0,,,,,23.0,10,,,,,,,,,,,,,DST,29.84,27,1.0,29.84,27,60.84,-31.000000000000004,-23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.3,0.4,0.06301369863013699,0.004651162790697674,22.4,0.044320386076626715,,250,7
00-0037197,Isiah Pacheco,KC,,,,,,,175.0,0.0,25.0,,5,,,,35.0,,,,,,,,,RB,46.2,48,1.0,46.2,48,67.42,-21.22,-23.34,49.0,8.0,5.0,25.0,0.0,9.8,1.6,1.0,5.0,3.5714285714285716,5.0,0.625,0.4968845315904139,0.24761904761904763,0.44538523728676527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,7
00-0037525,Jordan Mason,SF,,,,,,,180.0,0.0,22.599998,,6,,,,30.0,,,,,,,,,RB,46.14,49,1.0,46.14,49,67.42,-21.28,-23.41,39.0,4.0,3.0,16.0,0.0,6.5,0.6666666666666666,0.5,2.6666666666666665,4.615384615384615,5.333333333333333,0.75,0.35398629148629146,0.16666666666666666,0.32605357605357604,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,7
00-0039868,Troy Franklin,DEN,,,,,,,,,44.4,,10,,,,,,,,,,,,,WR,48.79,75,1.0,48.79,75,72.51,-23.720000000000006,-23.72,,36.0,19.0,191.0,1.0,,3.6,,19.1,,,0.5277777777777778,,,,,0.19632606,124.0,0.3091828,6.526315789473684,0.17536865466574236,13.5,486.0,0.39300412,,,,,,,,,,,,,,,,,,,,,,,,,,,253,7
00-0033589,David Moore,CAR,,,,,,,,,67.8,,9,,,,,,,,,,,,,WR,48.69,76,1.0,48.69,76,72.51,-23.820000000000007,-23.82,,45.0,26.0,298.0,2.0,,5.0,,33.111111111111114,,,0.5777777777777777,,,,,0.22064035,45.0,0.3981456,1.7307692307692308,0.24112803143123507,11.466666,516.0,0.57751936,,,,,,,,,,,,,,,,,,,,,,,,,,,254,7
00-0036854,E.McPherson,CIN,,,,,,,,,,,5,,,,,,,,,,,,,K,23.41,30,1.0,23.41,30,58.17,-34.760000000000005,-24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,2.0,1.0,3.0,0.0,0.6,0.5,0.0,2.0,22.0,,,,,,,,,,,255,7
00-0036945,Justin Fields,PIT,1.0,0.0,0.0,0.0,0.0,7.0,58.0,0.0,5.8,0.0,4,0.25,0.0,1.75,14.5,1.4500000476837158,0.0,0.0,0.0,0.0,1.0,5.800000190734863,1.4500000476837158,QB,35.27,36,1.0,35.27,36,62.7,-27.43,-24.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,7
